created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8,latitude,longitude,elevation,status
2023-07-13T19:58:54-06:00,354,0,0,0,0,0,0,0,0,,,,
2023-07-13T19:59:09-06:00,355,0,0,0,0,0,0,0,0,,,,
2023-07-13T19:59:25-06:00,356,0,0,0,0,0,0,0,0,,,,
2023-07-13T19:59:41-06:00,357,0,0,0,0,0,0,0,0,,,,
2023-07-13T19:59:57-06:00,358,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:00:12-06:00,359,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:00:28-06:00,360,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:00:44-06:00,361,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:00:59-06:00,362,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:01:15-06:00,363,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:01:30-06:00,364,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:01:46-06:00,365,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:02:01-06:00,366,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:02:17-06:00,367,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:02:32-06:00,368,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:02:48-06:00,369,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:03:24-06:00,370,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:03:39-06:00,371,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:03:55-06:00,372,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:04:10-06:00,373,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:04:26-06:00,374,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:04:42-06:00,375,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:04:57-06:00,376,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:05:13-06:00,377,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:05:28-06:00,378,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:05:44-06:00,379,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:05:59-06:00,380,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:06:15-06:00,381,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:06:30-06:00,382,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:06:46-06:00,383,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:07:01-06:00,384,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:07:17-06:00,385,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:07:32-06:00,386,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:07:48-06:00,387,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:08:04-06:00,388,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:08:19-06:00,389,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:08:35-06:00,390,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:08:50-06:00,391,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:09:06-06:00,392,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:09:21-06:00,393,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:09:37-06:00,394,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:09:52-06:00,395,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:10:08-06:00,396,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:10:23-06:00,397,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:10:39-06:00,398,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:10:55-06:00,399,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:11:10-06:00,400,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:11:26-06:00,401,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:11:41-06:00,402,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:11:57-06:00,403,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:12:13-06:00,404,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:12:28-06:00,405,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:12:44-06:00,406,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:12:59-06:00,407,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:13:15-06:00,408,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:13:30-06:00,409,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:13:46-06:00,410,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:14:02-06:00,411,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:14:17-06:00,412,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:14:33-06:00,413,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:14:48-06:00,414,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:15:03-06:00,415,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:15:19-06:00,416,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:15:55-06:00,417,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:16:11-06:00,418,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:16:26-06:00,419,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:16:42-06:00,420,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:16:57-06:00,421,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:17:13-06:00,422,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:17:28-06:00,423,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:17:44-06:00,424,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:17:59-06:00,425,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:18:15-06:00,426,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:18:30-06:00,427,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:18:46-06:00,428,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:19:01-06:00,429,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:19:17-06:00,430,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:19:32-06:00,431,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:19:48-06:00,432,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:20:03-06:00,433,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:20:19-06:00,434,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:20:35-06:00,435,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:20:50-06:00,436,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:21:06-06:00,437,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:21:21-06:00,438,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:21:37-06:00,439,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:21:53-06:00,440,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:22:09-06:00,441,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:22:24-06:00,442,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:22:39-06:00,443,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:22:55-06:00,444,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:23:10-06:00,445,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:23:26-06:00,446,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:23:42-06:00,447,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:23:57-06:00,448,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:24:13-06:00,449,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:24:28-06:00,450,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:24:44-06:00,451,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:24:59-06:00,452,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:25:15-06:00,453,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:25:31-06:00,454,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:25:46-06:00,455,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:26:02-06:00,456,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:26:17-06:00,457,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:26:33-06:00,458,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:26:48-06:00,459,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:27:04-06:00,460,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:27:19-06:00,461,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:27:35-06:00,462,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:27:51-06:00,463,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:28:06-06:00,464,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:28:22-06:00,465,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:28:37-06:00,466,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:28:53-06:00,467,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:29:09-06:00,468,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:29:25-06:00,469,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:29:40-06:00,470,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:29:57-06:00,471,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:30:12-06:00,472,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:30:28-06:00,473,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:30:44-06:00,474,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:31:00-06:00,475,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:31:15-06:00,476,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:31:31-06:00,477,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:31:46-06:00,478,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:32:02-06:00,479,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:32:17-06:00,480,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:32:33-06:00,481,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:32:48-06:00,482,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:33:04-06:00,483,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:33:19-06:00,484,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:33:35-06:00,485,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:33:50-06:00,486,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:34:06-06:00,487,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:34:22-06:00,488,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:34:37-06:00,489,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:34:52-06:00,490,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:35:08-06:00,491,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:35:24-06:00,492,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:35:39-06:00,493,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:35:55-06:00,494,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:36:10-06:00,495,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:36:26-06:00,496,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:36:41-06:00,497,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:37:37-06:00,498,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:37:53-06:00,499,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:38:08-06:00,500,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:38:24-06:00,501,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:38:40-06:00,502,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:38:55-06:00,503,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:39:11-06:00,504,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:39:26-06:00,505,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:39:42-06:00,506,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:39:57-06:00,507,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:40:13-06:00,508,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:40:28-06:00,509,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:40:44-06:00,510,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:41:00-06:00,511,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:41:15-06:00,512,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:41:31-06:00,513,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:41:46-06:00,514,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:42:02-06:00,515,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:42:17-06:00,516,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:42:33-06:00,517,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:42:49-06:00,518,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:43:04-06:00,519,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:43:20-06:00,520,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:43:35-06:00,521,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:43:51-06:00,522,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:44:06-06:00,523,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:44:22-06:00,524,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:44:37-06:00,525,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:44:53-06:00,526,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:45:09-06:00,527,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:45:24-06:00,528,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:45:40-06:00,529,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:45:56-06:00,530,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:46:11-06:00,531,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:46:27-06:00,532,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:46:42-06:00,533,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:46:58-06:00,534,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:47:13-06:00,535,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:47:29-06:00,536,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:47:44-06:00,537,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:48:00-06:00,538,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:48:16-06:00,539,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:48:31-06:00,540,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:48:46-06:00,541,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:49:02-06:00,542,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:49:18-06:00,543,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:49:33-06:00,544,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:50:09-06:00,545,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:50:25-06:00,546,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:50:40-06:00,547,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:50:56-06:00,548,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:51:11-06:00,549,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:51:27-06:00,550,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:51:42-06:00,551,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:51:58-06:00,552,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:52:13-06:00,553,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:52:29-06:00,554,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:52:45-06:00,555,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:53:00-06:00,556,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:53:16-06:00,557,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:53:31-06:00,558,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:53:47-06:00,559,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:54:02-06:00,560,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:54:18-06:00,561,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:54:33-06:00,562,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:54:49-06:00,563,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:55:05-06:00,564,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:55:20-06:00,565,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:55:36-06:00,566,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:55:51-06:00,567,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:56:07-06:00,568,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:56:22-06:00,569,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:56:38-06:00,570,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:56:53-06:00,571,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:57:09-06:00,572,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:57:25-06:00,573,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:57:40-06:00,574,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:57:56-06:00,575,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:58:11-06:00,576,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:58:27-06:00,577,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:58:42-06:00,578,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:58:58-06:00,579,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:59:13-06:00,580,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:59:29-06:00,581,0,0,0,0,0,0,0,0,,,,
2023-07-13T20:59:45-06:00,582,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:00:00-06:00,583,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:00:16-06:00,584,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:00:31-06:00,585,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:00:47-06:00,586,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:01:03-06:00,587,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:01:18-06:00,588,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:01:54-06:00,589,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:02:10-06:00,590,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:02:25-06:00,591,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:02:41-06:00,592,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:02:57-06:00,593,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:03:12-06:00,594,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:03:28-06:00,595,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:03:43-06:00,596,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:03:59-06:00,597,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:04:15-06:00,598,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:04:30-06:00,599,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:04:46-06:00,600,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:05:01-06:00,601,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:05:17-06:00,602,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:05:32-06:00,603,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:05:48-06:00,604,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:06:04-06:00,605,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:06:19-06:00,606,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:06:34-06:00,607,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:06:50-06:00,608,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:07:05-06:00,609,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:07:21-06:00,610,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:07:36-06:00,611,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:07:52-06:00,612,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:08:07-06:00,613,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:08:23-06:00,614,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:08:38-06:00,615,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:08:54-06:00,616,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:09:10-06:00,617,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:09:25-06:00,618,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:09:41-06:00,619,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:09:56-06:00,620,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:10:12-06:00,621,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:10:28-06:00,622,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:10:43-06:00,623,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:10:59-06:00,624,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:11:15-06:00,625,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:11:30-06:00,626,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:11:46-06:00,627,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:12:01-06:00,628,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:12:17-06:00,629,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:12:32-06:00,630,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:12:48-06:00,631,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:13:03-06:00,632,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:13:19-06:00,633,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:13:35-06:00,634,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:13:50-06:00,635,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:14:05-06:00,636,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:14:21-06:00,637,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:14:36-06:00,638,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:14:52-06:00,639,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:15:08-06:00,640,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:15:23-06:00,641,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:15:39-06:00,642,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:15:55-06:00,643,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:16:10-06:00,644,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:16:26-06:00,645,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:16:41-06:00,646,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:16:57-06:00,647,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:17:13-06:00,648,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:17:28-06:00,649,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:17:44-06:00,650,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:17:59-06:00,651,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:18:15-06:00,652,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:18:30-06:00,653,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:18:46-06:00,654,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:19:02-06:00,655,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:19:17-06:00,656,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:19:33-06:00,657,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:19:49-06:00,658,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:20:04-06:00,659,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:20:20-06:00,660,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:20:35-06:00,661,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:20:51-06:00,662,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:21:06-06:00,663,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:21:22-06:00,664,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:21:38-06:00,665,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:21:53-06:00,666,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:22:09-06:00,667,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:22:24-06:00,668,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:23:00-06:00,669,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:23:16-06:00,670,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:23:31-06:00,671,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:23:47-06:00,672,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:24:02-06:00,673,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:24:18-06:00,674,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:24:33-06:00,675,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:24:49-06:00,676,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:25:04-06:00,677,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:25:20-06:00,678,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:25:35-06:00,679,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:25:51-06:00,680,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:26:07-06:00,681,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:26:22-06:00,682,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:26:38-06:00,683,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:26:53-06:00,684,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:27:09-06:00,685,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:27:24-06:00,686,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:27:40-06:00,687,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:27:56-06:00,688,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:28:11-06:00,689,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:28:27-06:00,690,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:28:42-06:00,691,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:28:58-06:00,692,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:29:14-06:00,693,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:29:29-06:00,694,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:29:45-06:00,695,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:30:01-06:00,696,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:30:16-06:00,697,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:30:32-06:00,698,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:30:47-06:00,699,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:31:03-06:00,700,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:31:18-06:00,701,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:31:34-06:00,702,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:31:49-06:00,703,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:32:05-06:00,704,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:32:20-06:00,705,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:32:36-06:00,706,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:32:51-06:00,707,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:33:07-06:00,708,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:33:22-06:00,709,0,0,0,0,0,0,0,0,,,,
2023-07-13T21:33:38-06:00,710,0,0,0,0,0,0,0,0,,,,
